CustomerID,OrderID,Sales,TransactionDate
MACHL75560,010350CJBZKA,$210.57 ,20150108
EARLC88306,010350CJBZV ,$124.07 ,20150107
TREFK84621,010350CJCBK ,$854.88 ,20150105
TREFS75656,010350CJCLG ,$171.15 ,20150106
OGERR75662,010350CJCME ,$540.35 ,20150110
GALLK75659,010350CJCQN ,"$2,455.60 ",20150115
GALLK75659,010350CJCQNA,"$2,278.03 ",20150106
CARRC75781,010350CJDBF ,"$2,006.64 ",20150107
PESCJ98271,010350CJDJK ,"$1,058.18 ",20150107
SKOTD67466,010350CJDNK ,$651.63 ,20150108
HASKM75871,010350CJDQF ,"$3,472.15 ",20150109
SALER75964,010350CJDXF ,$774.63 ,20150107
ROBIB39726,010350CJEAP ,$576.73 ,20150107
SPOOM75999,010350CJEDF ,"$3,165.97 ",20150110
KOWAD16692,010350CJEJN ,"$1,695.95 ",20150109
KOWAD16692,010350CJEUX ,$534.95 ,20150109
CHUDM75185,010350CJFEW ,$85.55 ,20150107
GRIMR76241,010350CJFIY ,"$3,188.49 ",20150107
TOOKV76230,010350CJFLA ,"$1,231.20 ",20150115
RYTHJ21322,010350CJFXJ ,$817.37 ,20150107
BENNP26707,010350CJFZJ ,$512.53 ,20150106
SEARJ91626,010350CJGFK ,$747.93 ,20150106
FALLD76398,010350CJGGG ,$528.12 ,20150107
POLIT56695,010350CJGJT ,"$1,410.26 ",20150115
SANTS27133,010350CJGLX ,"$4,017.26 ",20150107
HERNJ40071,010350CJGML ,"$1,000.34 ",20150107
MERCK334Z0,010350CJGWU ,$257.35 ,20150108
AZARA76598,010350CJHDS ,"$2,138.93 ",20150105
DAUTA75517,01035G2JBRZ ,"$2,733.80 ",20150110
PASMJ42642,01035G2JBTX ,$488.79 ,20150105
FARAZ75608,01035G2JCDZ ,$428.91 ,20150106
SANTJ75709,01035G2JCRR ,"$1,460.01 ",20150110
COMOJ77293,01035G2JDJH ,$303.76 ,20150109
RADCA76001,01035G2JEFE ,"$1,385.92 ",20150108
CHINW72301,01035G2JEHQ ,"$1,451.09 ",20150110
CACAM65148,01035G2JEKW ,"$1,643.96 ",20150106
MARCF60366,01035G2JEPP ,"$1,273.83 ",20150107
RAVIB76128,01035G2JEVO ,"$1,833.97 ",20150106
RACG2     ,01035G2JFCN ,$534.34 ,20150105
VELAE47257,01035G2JFCX ,"$1,631.98 ",20150110
DENNA76283,01035G2JFOZ ,$78.28 ,20150105
ATKIP71233,01035G2JFQQ ,$152.40 ,20150103
BETAM75195,01035G2JFWR ,"$3,048.45 ",20150109
HOLMJ25784,01035G2JGPC ,$155.69 ,20150105
SANDJ76474,01035G2JGPV ,"$3,202.34 ",20150106
KRUPH76493,01035G2JGRX ,$972.20 ,20150107
MILAJ57163,01035G2JHEY ,"$3,979.33 ",20150107
MILAJ57163,01035G2JHEZ ,$23.95 ,20150103
CUMML75596,01035G3IYTY ,$648.68 ,20150106
VALEA75004,01035G3IYWD ,"$1,566.71 ",20150110
ATILJ42893,01035G3IYYK ,$575.89 ,20150110
CHERL60335,01035G3IZZB ,"$1,012.54 ",20150107
MOURM89790,01035G3JBGX ,"$4,379.99 ",20150106
BREAR75428,01035G3JBIH ,"$1,237.85 ",20150114
JESUM74555,01035G3JBLW ,$65.27 ,20150105
GREEG54651,01035G3JBPO ,"$1,061.42 ",20150106
GREES90441,01035G3JBRD ,"$1,535.14 ",20150106
GREES90441,01035G3JBRDA,$381.06 ,20150115
MOREA75668,01035G3JCNF ,"$2,002.10 ",20150106
RACG3     ,01035G3JCXD ,"$2,090.00 ",20150106
RODRJ15654,01035G3JDAT ,$54.38 ,20150106
MOODK69855,01035G3JDDR ,$968.93 ,20150106
KHANM32901,01035H1JEBE ,"$1,380.48 ",20150106
DAVIH75995,01035H1JEBY ,$848.14 ,20150106
WATEJ76399,01035H1JGFQ ,"$2,585.73 ",20150107
SCHMM75001,01035H2IYVJ ,$86.99 ,20150105
TAYLM75087,01035H2IZMT ,$843.67 ,20150106
VIEIM75112,01035H2IZNN ,$894.90 ,20150105
BASSA75139,01035H2IZSB ,"$2,719.64 ",20150106
FELIA75171,01035H2IZYD ,$379.92 ,20150107
CABRE75329,01035H2JATG ,$369.03 ,20150106
BEUNM25073,01035H2JAWQA,$176.33 ,20150105
COLOA75419,01035H2JBEY ,"$1,622.13 ",20150106
SABOB75468,01035H2JBMV ,"$1,007.04 ",20150106
CHARC22000,01035H2JBXM ,$891.63 ,20150104
DOWNP75614,01035H2JCEO ,"$1,034.26 ",20150105
ACCLH73524,01035H2JCSW ,$619.44 ,20150106
GONZD21481,01035H2JDVD ,"$1,621.04 ",20150105
JOSEB76188,01035H2JFBW ,"$1,110.47 ",20150106
LAMOC30021,01035H2JFHD ,"$2,651.87 ",20150106
CHANB99692,01035H2JFRE ,$859.02 ,20150106
BRUNR76324,01035H2JFUG ,"$2,861.18 ",20150106
DUVAR74618,01035H2JHHC ,$695.71 ,20150106
KORER50280,01035H2JHLP ,"$1,214.99 ",20150109
MISTR75000,01035H3IYVC ,$978.79 ,20150106
RUSSC75015,01035H3IYXK ,"$2,622.74 ",20150109
RUSSS54028,11294C3ZBJH ,$982.67 ,20150102
CONTJ76445,01035PVJGMV ,"$1,078.46 ",20150104
COOPS76583,01035PVJHBJ ,$108.13 ,20150103
LEWIS80954,01035PVJHBK ,$43.25 ,20150103
CARRH75072,01035P1IZHC ,$147.34 ,20150105
SCIAT39262,01035P1IZLO ,"$1,043.04 ",20150109
GLUYT91617,11294N4ZEDH ,"$2,528.41 ",20150106
ZIMIJ61750,11294N4ZGCNA,$402.75 ,20150115
WARDJ21247,11294N1ZJJO ,"$1,202.68 ",20150115
SPILD20330,11144H5UJPO ,$903.66 ,20150108
HEBEP20898,01045M2JIVG ,$162.51 ,20150105
MONTT55469,01045M2JJEQ ,$409.01 ,20150105
CINTD77145,01045M2JJUV ,"$1,466.20 ",20150108
VOLKJ63797,01045M2JMJO ,"$1,332.32 ",20150105
DELNT77807,01045M2JMPH ,"$2,570.13 ",20150110
SAUNL84969,01045M2JMPV ,"$1,593.75 ",20150110
ROBID34989,01045M3JIVD ,"$2,227.96 ",20150109
REINM78197,01045M3JIWS ,$148.75 ,20150104
PETRM77092,01045M3JJJX ,"$3,591.25 ",20150107
FRENA77174,01045M3JJWI ,"$3,967.28 ",20150108
YESUD77274,01045M3JKIP ,"$2,093.08 ",20150107
FRASM47762,01045M3JKKX ,$705.71 ,20150105
FRASM47762,01045M3JKKXA,$106.20 ,20150109
MOORD77316,01045M3JKMY ,$297.50 ,20150110
SAMEH64818,01045M3JKVH ,"$2,513.48 ",20150109
RIVAG77390,01045M3JKVT ,"$2,209.84 ",20150107
SMYTK77433,01045M3JLAU ,"$1,168.70 ",20150108
PAREM71529,01045M3JLCD ,"$3,846.20 ",20150109
HERRJ77492,01045M3JLFC ,"$1,971.73 ",20150108
HAMIM28189,01045M3JLGE ,"$3,251.20 ",20150107
HOODT25951,01045M3JLKR ,$340.32 ,20150113
HAYDJ15025,01045M3JLND ,$499.31 ,20150107
MALDJ77567,01045M3JLQZ ,"$3,750.57 ",20150107
WRIGA11041,11264K4YEUK ,"$2,208.99 ",20150103
KRIEB98405,11264P5YETV ,"$9,637.56 ",20150102
LOPRS15616,11104R4TBYJ ,$553.93 ,20150109
NOWAE92267,01015P3ILHO ,"$1,120.37 ",20150108
DEPAK71501,01015P3ILJV ,"$1,455.33 ",20150103
HYLTA72585,01015P3ILPY ,"$2,353.09 ",20150106
HYLTA72585,01015P3ILQP ,$105.95 ,20150101
WHITM72658,01015P3ILXR ,$463.49 ,20150108
KINNT50732,01015P3IMBJ ,$693.24 ,20150106
KILLE83977,01015P3IMDM ,$401.74 ,20150102
LOPEN51724,01015P3IMHN ,"$3,395.02 ",20150102
LOPEN51724,01015P3IMHNB,"$2,199.32 ",20150106
LOPEN51724,01015P3IMHNC,$140.05 ,20150109
PICKK41205,01015P3IMIR ,$536.84 ,20150106
ALTEB72796,01015P3IMOY ,$762.09 ,20150103
REITD93204,01015P3IMYP ,"$1,027.14 ",20150101
GLASD72919,01015P3INCH ,$603.14 ,20150108
MEDIC41228,01015P3INDF ,$591.48 ,20150107
ETELB59926,01015P3INGR ,"$1,554.97 ",20150106
BURKD75554,01015P3INHB ,"$2,714.89 ",20150114
BURKD75554,01015P3INHBA,$269.58 ,20150103
CHAFJ72916,01015P3INHH ,"$3,018.87 ",20150106
SOLDA24954,01015P3INKA ,"$1,954.59 ",20150106
HANEV37505,01015P3INKN ,"$1,482.70 ",20150105
ALLES72974,01015P3INMB ,"$4,620.15 ",20150102
MURPT70202,01015P3INPS ,"$1,038.80 ",20150102
MURPT70202,01015P3INQG ,$613.74 ,20150101
BAKES73113,01015P3INVR ,$209.88 ,20150101
BAKES73113,01015P3INWE ,"$1,482.94 ",20150102
SMITD71526,01015P3INYK ,"$2,563.08 ",20150102
SMITD71526,01015P3INYKA,$921.14 ,20150102
PEPPC73347,01015P3IOWQ ,"$4,095.73 ",20150108
YOUNK56026,01015P3IPDH ,"$3,603.68 ",20150106
KELLM83160,01015P3IPJB ,$355.05 ,20150102
YASHV48785,01015RVIMMT ,$449.49 ,20150103
SAPKD37792,01015RVIMOR ,$984.96 ,20150106
YOUNM72809,01015RVIMPX ,$810.00 ,20150106
GIARS38257,01015RVIMQG ,$367.20 ,20150103
CHAPW72830,01015RVIMRL ,$302.29 ,20150101
KOSTJ72918,01015RVINCA ,"$1,820.88 ",20150102
MARTM72980,01015RVINIW ,$432.00 ,20150102
GEORS73120,01015RVINWQ ,$841.32 ,20150101
ANDEP70528,01015RVINYN ,$324.00 ,20150101
FRUSJ73237,01015RVIOJT ,"$1,276.51 ",20150102
FRUSJ73237,01015RVIOJTA,$746.28 ,20150102
BAKET72792,01015RVIOXD ,$960.12 ,20150109
TEDES73473,01015RVIPGX ,$463.32 ,20150108
SANFT73495,01015RVIPJK ,$117.72 ,20150101
JONES98911,01015RVIPNT ,$225.72 ,20150101
MILL29W   ,01015R2IKFS ,"$1,294.92 ",20150109
MILL29W   ,01015R2IKGG ,"$1,511.84 ",20150109
WALKM72337,01015R2IKGY ,$338.57 ,20150101
TURNC72545,01015R2ILJU ,$139.59 ,20150101
LEONM72560,01015R2ILMM ,$578.35 ,20150103
HILTJ72648,01015R2ILWQ ,"$1,569.50 ",20150106
KENNJ96007,01015R2ILZU ,"$1,528.60 ",20150103
CANNK78310,01015R2IMWU ,$235.44 ,20150106
PIZZM72905,01015R2INBX ,$860.00 ,20150115
RUBII63007,01015R2INMG ,"$4,296.25 ",20150103
MCMAB56341,01015R2INTL ,"$2,158.92 ",20150103
BATEJ30313,01015R2INTW ,"$1,296.97 ",20150103
FRATM952Z8,09014I1YQMG ,"$2,013.81 ",20150110
FRATM952Z8,09014I1YQMGA,$162.94 ,20150112
FAILJ74027,01025C8ITJK ,$569.45 ,20150106
FIGGA74043,01025C8ITLY ,$925.19 ,20150114
VARAS95708,01025C8IUAM ,"$2,753.64 ",20150107
VARAS95708,01025C8IUAMA,"$1,068.52 ",20150110
LEARR74240,01025C8IUXH ,"$2,174.80 ",20150106
KRAWK74282,01025C8IVCV ,$987.85 ,20150113
HICKR74283,01025C8IVEO ,"$1,406.96 ",20150110
CARRK46756,01025C8IVMS ,"$1,182.03 ",20150107
CARRK46756,01025C8IVMSA,$510.42 ,20150110
LINDR74395,01025C8IVTM ,"$1,765.41 ",20150106
CORRN862Z2,01025C8IVYR ,"$1,096.39 ",20150107
DEBAD74474,01025C8IWEB ,"$2,225.85 ",20150108
PELLC74495,01025C8IWJW ,"$2,194.96 ",20150106
SEGEG51165,01025C8IXFX ,$951.83 ,20150107
OLSEP74794,01025C8IXWW ,"$4,627.81 ",20150108
TISOG83460,01025C8IXZJ ,"$1,685.18 ",20150106
KAYER29599,01025C8IYOE ,"$3,933.89 ",20150110
SMITT90129,01025C9IQCT ,$791.19 ,20150113
REGOT20012,01025C9IRBC ,$79.76 ,20150104
ROSED73911,01025C9ISPX ,$575.89 ,20150109
PALMM74076,01025C9ITRO ,"$2,398.59 ",20150104
TREZM57095,11284W2YJBR ,$598.00 ,20150114
ENGEF49028,11284W2YJCE ,$484.92 ,20150107
BARKL84043,11284W2YJZH ,$384.53 ,20150102
